date,neg,pos,neu
2019-02-19 09:30:00,0.04009772798008092,0.15753913787737317,0.8023591658885777
2019-02-19 10:30:00,0.03663636363636364,0.10300000000000001,0.8603636363636364
2019-02-19 11:30:00,0.021,0.16933333333333336,0.8096666666666668
2019-02-19 12:30:00,0.0455,0.0635,0.8909999999999999
2019-02-19 13:30:00,0.0127,0.1205,0.8667
2019-02-19 14:30:00,0.05406666666666668,0.2308666666666667,0.7149333333333332
2019-02-19 15:30:00,0.06670833333333333,0.10404166666666664,0.8292916666666666
2019-02-20 09:30:00,0.051280228259721894,0.14770536823273214,0.8010195398209824
2019-02-20 10:30:00,0.048000000000000015,0.07933333333333333,0.8726666666666666
2019-02-20 11:30:00,0.04,0.081,0.8790000000000001
2019-02-20 12:30:00,0.016555555555555556,0.22,0.7634444444444444
2019-02-20 13:30:00,0.04740000000000001,0.19993333333333332,0.7525333333333335
2019-02-20 14:30:00,0.04735714285714286,0.1511785714285714,0.8014642857142855
2019-02-20 15:30:00,0.06952173913043479,0.11734782608695653,0.8132608695652171
2019-02-21 09:30:00,0.0627377335887317,0.14078540119361585,0.7964849368582647
2019-02-21 10:30:00,0.190875,0.1225,0.6864999999999999
2019-02-21 11:30:00,0.022,0.1416,0.8363999999999999
2019-02-21 12:30:00,0.03766666666666666,0.19122222222222224,0.7711111111111112
2019-02-21 13:30:00,0.04046153846153847,0.13884615384615387,0.8206923076923076
2019-02-21 14:30:00,0.018545454545454542,0.1837272727272728,0.7976363636363637
2019-02-21 15:30:00,0.08493333333333332,0.13799999999999998,0.7771333333333333
2019-02-22 09:30:00,0.0699684760809907,0.13646009271754886,0.7935996964871819
2019-02-22 10:30:00,0.005428571428571429,0.191,0.8035714285714285
2019-02-22 11:30:00,0.015846153846153847,0.10223076923076922,0.8819230769230769
2019-02-22 12:30:00,0.0516,0.15660000000000002,0.7918000000000001
2019-02-22 13:30:00,0.07245454545454545,0.14027272727272724,0.7873181818181817
2019-02-22 14:30:00,0.05247058823529411,0.14288235294117652,0.8046764705882353
2019-02-22 15:30:00,0.14078260869565215,0.11682608695652175,0.7424782608695653
