date,neg,pos,neu
2019-02-19 00:00:11,0.034866666666666664,0.1071111111111111,0.858022222222222
2019-02-19 01:00:11,0.025301369863013703,0.12645205479452054,0.8482054794520548
2019-02-19 02:00:11,0.07018,0.11107999999999998,0.8187800000000002
2019-02-19 03:00:11,0.04543589743589744,0.206948717948718,0.7476153846153846
2019-02-19 04:00:11,0.01417241379310345,0.09172413793103448,0.8941724137931033
2019-02-19 05:00:11,0.03460975609756098,0.1454390243902439,0.8199756097560975
2019-02-19 06:00:11,0.02118518518518519,0.24081481481481481,0.738
2019-02-19 07:00:11,0.023290322580645163,0.1405483870967742,0.8361935483870967
2019-02-19 08:00:11,0.05313333333333334,0.09001666666666668,0.85685
2019-02-19 09:00:11,0.03520000000000001,0.12106666666666666,0.8437111111111114
2019-02-19 10:00:11,0.05046153846153846,0.1663076923076923,0.7831923076923079
2019-02-19 11:00:11,0.059840909090909084,0.12124999999999998,0.8189090909090907
2019-02-19 12:00:11,0.04693181818181819,0.09609090909090909,0.8569545454545454
2019-02-19 13:00:11,0.051093750000000014,0.1126875,0.8362499999999998
2019-02-19 14:00:11,0.058345454545454555,0.1444,0.7972727272727271
2019-02-19 15:00:11,0.049482352941176484,0.1274588235294118,0.8230352941176469
2019-02-19 16:00:11,0.06178095238095237,0.151352380952381,0.7868952380952383
2019-02-19 17:00:11,0.06262037037037037,0.12775,0.8097037037037035
2019-02-19 18:00:11,0.08760563380281693,0.16205633802816896,0.7502535211267606
2019-02-19 19:00:11,0.058166666666666686,0.15456818181818183,0.7871666666666668
2019-02-19 20:00:11,0.04143396226415095,0.18397169811320757,0.7745377358490566
2019-02-19 21:00:11,0.024666666666666667,0.16417592592592592,0.8111481481481484
2019-02-19 22:00:11,0.040420454545454544,0.142125,0.8174772727272728
2019-02-19 23:00:11,0.04417741935483871,0.13601612903225807,0.8197903225806451
2019-02-20 00:00:11,0.0513728813559322,0.07633898305084746,0.8722372881355933
2019-02-20 01:00:11,0.041555555555555554,0.15794444444444442,0.8004814814814815
2019-02-20 02:00:11,0.03288,0.15866000000000002,0.8084999999999998
2019-02-20 03:00:11,0.05392307692307693,0.10396153846153847,0.8421153846153847
2019-02-20 04:00:11,0.044868421052631585,0.13410526315789473,0.8210000000000001
2019-02-20 05:00:11,0.03282926829268292,0.1317560975609756,0.8354390243902441
2019-02-20 06:00:11,0.025125,0.128725,0.8461250000000001
2019-02-20 07:00:11,0.049787878787878784,0.13084848484848485,0.8193333333333334
2019-02-20 08:00:11,0.0453265306122449,0.09522448979591837,0.8594081632653061
2019-02-20 09:00:11,0.04281818181818182,0.1463181818181818,0.8109090909090907
2019-02-20 10:00:11,0.033,0.12172340425531915,0.8452978723404254
2019-02-20 11:00:11,0.059717391304347826,0.11571739130434781,0.8245869565217391
2019-02-20 12:00:11,0.049826923076923074,0.14076923076923079,0.8094423076923077
2019-02-20 13:00:11,0.01914814814814815,0.14744444444444443,0.8333888888888891
2019-02-20 14:00:11,0.022946236559139785,0.15429032258064518,0.8227634408602149
2019-02-20 15:00:11,0.0406,0.1201,0.8393
2019-02-20 16:00:11,0.035546391752577323,0.1669381443298969,0.7975154639175257
2019-02-20 17:00:11,0.0213875,0.14863749999999995,0.8299624999999999
2019-02-20 18:00:11,0.03715584415584416,0.13614285714285718,0.8267272727272728
2019-02-20 19:00:11,0.051271929824561406,0.1555877192982456,0.7931140350877193
2019-02-20 20:00:11,0.03541964285714286,0.15026785714285715,0.8143214285714284
2019-02-20 21:00:11,0.03,0.14639393939393944,0.8236161616161619
2019-02-20 22:00:11,0.030476190476190476,0.13720634920634922,0.8323174603174601
2019-02-20 23:00:11,0.02744444444444444,0.1396190476190477,0.8329523809523808
2019-02-21 00:00:11,0.03195890410958904,0.15036986301369865,0.8176712328767122
2019-02-21 01:00:11,0.029409836065573767,0.1392622950819672,0.8313442622950817
2019-02-21 02:00:11,0.04066666666666667,0.1568253968253968,0.8025079365079367
2019-02-21 03:00:11,0.06298387096774193,0.12009677419354842,0.8169032258064517
2019-02-21 04:00:11,0.048339999999999994,0.1106,0.8409800000000002
2019-02-21 05:00:11,0.069975,0.12229999999999999,0.8077250000000001
2019-02-21 06:00:11,0.042951612903225814,0.11140322580645165,0.8456612903225809
2019-02-21 07:00:11,0.05131818181818182,0.1368409090909091,0.8118636363636366
2019-02-21 08:00:11,0.022207547169811322,0.0911320754716981,0.8866603773584905
2019-02-21 09:00:11,0.0502093023255814,0.1635116279069768,0.7862558139534884
2019-02-21 10:00:11,0.023173076923076925,0.10682692307692306,0.8699807692307691
2019-02-21 11:00:11,0.029891304347826088,0.09447826086956523,0.8756304347826088
2019-02-21 12:00:11,0.03512727272727273,0.09334545454545454,0.8715454545454547
2019-02-21 13:00:11,0.029178571428571432,0.11619642857142856,0.8546249999999999
2019-02-21 14:00:11,0.032380281690140844,0.10259154929577469,0.8650140845070424
2019-02-21 15:00:11,0.058928571428571414,0.09392857142857144,0.8471428571428572
2019-02-21 16:00:11,0.011788235294117646,0.10680000000000002,0.8814117647058826
2019-02-21 17:00:11,0.04564485981308411,0.09098130841121495,0.8633738317757007
2019-02-21 18:00:11,0.05142391304347826,0.13654347826086957,0.8120543478260871
2019-02-21 19:00:11,0.03432203389830509,0.1932203389830508,0.7724067796610167
2019-02-21 20:00:11,0.040323232323232316,0.20736363636363636,0.7523131313131313
2019-02-21 21:00:11,0.05514736842105262,0.14969473684210524,0.7951473684210526
2019-02-21 22:00:11,0.02548888888888889,0.16214444444444448,0.8123666666666668
